1777864605.532839 server started (26101): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1777864605.532857 on Linux 6.17.0-22-generic #22~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Thu Mar 26 15:25:54 UTC 2
1777864605.532862 using libevent 2.1.12-stable poll
1777864605.532865 using ncurses 6.4 20240113
1777864605.566227 new key \033[20;8~: 0x870000010e19d (C-M-S-F9[I])
1777864605.566229 new key \033[20;9~: 0x810000010e19d (M-F9[I])
1777864605.566230 new key \033[21;2~: 0x40000010e19e (S-F10)
1777864605.566231 new key \033[21;3~: 0x810000010e19e (M-F10[I])
1777864605.566233 new key \033[21;4~: 0x850000010e19e (M-S-F10[I])
1777864605.566234 new key \033[21;5~: 0x20000010e19e (C-F10)
1777864605.566236 new key \033[21;6~: 0x60000010e19e (C-S-F10)
1777864605.566237 new key \033[21;7~: 0x830000010e19e (C-M-F10[I])
1777864605.566240 new key \033[21;8~: 0x870000010e19e (C-M-S-F10[I])
1777864605.566242 new key \033[21;9~: 0x810000010e19e (M-F10[I])
1777864605.566243 new key \033[23;2~: 0x40000010e19f (S-F11)
1777864605.566245 new key \033[23;3~: 0x810000010e19f (M-F11[I])
1777864605.566246 new key \033[23;4~: 0x850000010e19f (M-S-F11[I])
1777864605.566248 new key \033[23;5~: 0x20000010e19f (C-F11)
1777864605.566249 new key \033[23;6~: 0x60000010e19f (C-S-F11)
1777864605.566251 new key \033[23;7~: 0x830000010e19f (C-M-F11[I])
1777864605.566252 new key \033[23;8~: 0x870000010e19f (C-M-S-F11[I])
1777864605.566254 new key \033[23;9~: 0x810000010e19f (M-F11[I])
1777864605.566255 new key \033[24;2~: 0x40000010e1a0 (S-F12)
1777864605.566257 new key \033[24;3~: 0x810000010e1a0 (M-F12[I])
1777864605.566258 new key \033[24;4~: 0x850000010e1a0 (M-S-F12[I])
1777864605.566259 new key \033[24;5~: 0x20000010e1a0 (C-F12)
1777864605.566261 new key \033[24;6~: 0x60000010e1a0 (C-S-F12)
1777864605.566262 new key \033[24;7~: 0x830000010e1a0 (C-M-F12[I])
1777864605.566264 new key \033[24;8~: 0x870000010e1a0 (C-M-S-F12[I])
1777864605.566265 new key \033[24;9~: 0x810000010e1a0 (M-F12[I])
1777864605.566267 new key \033[1;2A: 0x40000010e1a8 (S-Up)
1777864605.566268 new key \033[1;3A: 0x810000010e1a8 (M-Up[I])
1777864605.566270 new key \033[1;4A: 0x850000010e1a8 (M-S-Up[I])
1777864605.566271 new key \033[1;5A: 0x20000010e1a8 (C-Up)
1777864605.566273 new key \033[1;6A: 0x60000010e1a8 (C-S-Up)
1777864605.566274 new key \033[1;7A: 0x830000010e1a8 (C-M-Up[I])
1777864605.566276 new key \033[1;8A: 0x870000010e1a8 (C-M-S-Up[I])
1777864605.566277 new key \033[1;9A: 0x810000010e1a8 (M-Up[I])
1777864605.566278 new key \033[1;2B: 0x40000010e1a9 (S-Down)
1777864605.566280 new key \033[1;3B: 0x810000010e1a9 (M-Down[I])
1777864605.566281 new key \033[1;4B: 0x850000010e1a9 (M-S-Down[I])
1777864605.566283 new key \033[1;5B: 0x20000010e1a9 (C-Down)
1777864605.566284 new key \033[1;6B: 0x60000010e1a9 (C-S-Down)
1777864605.566285 new key \033[1;7B: 0x830000010e1a9 (C-M-Down[I])
1777864605.566287 new key \033[1;8B: 0x870000010e1a9 (C-M-S-Down[I])
1777864605.566288 new key \033[1;9B: 0x810000010e1a9 (M-Down[I])
1777864605.566290 new key \033[1;2C: 0x40000010e1ab (S-Right)
1777864605.566291 new key \033[1;3C: 0x810000010e1ab (M-Right[I])
1777864605.566293 new key \033[1;4C: 0x850000010e1ab (M-S-Right[I])
1777864605.566294 new key \033[1;5C: 0x20000010e1ab (C-Right)
1777864605.566296 new key \033[1;6C: 0x60000010e1ab (C-S-Right)
1777864605.566297 new key \033[1;7C: 0x830000010e1ab (C-M-Right[I])
1777864605.566299 new key \033[1;8C: 0x870000010e1ab (C-M-S-Right[I])
1777864605.566300 new key \033[1;9C: 0x810000010e1ab (M-Right[I])
1777864605.566302 new key \033[1;2D: 0x40000010e1aa (S-Left)
1777864605.566303 new key \033[1;3D: 0x810000010e1aa (M-Left[I])
1777864605.566304 new key \033[1;4D: 0x850000010e1aa (M-S-Left[I])
1777864605.566306 new key \033[1;5D: 0x20000010e1aa (C-Left)
1777864605.566307 new key \033[1;6D: 0x60000010e1aa (C-S-Left)
1777864605.566309 new key \033[1;7D: 0x830000010e1aa (C-M-Left[I])
1777864605.566310 new key \033[1;8D: 0x870000010e1aa (C-M-S-Left[I])
1777864605.566312 new key \033[1;9D: 0x810000010e1aa (M-Left[I])
1777864605.566313 new key \033[1;2H: 0x40000010e1a3 (S-Home)
1777864605.566315 new key \033[1;3H: 0x810000010e1a3 (M-Home[I])
1777864605.566316 new key \033[1;4H: 0x850000010e1a3 (M-S-Home[I])
1777864605.566317 new key \033[1;5H: 0x20000010e1a3 (C-Home)
1777864605.566319 new key \033[1;6H: 0x60000010e1a3 (C-S-Home)
1777864605.566320 new key \033[1;7H: 0x830000010e1a3 (C-M-Home[I])
1777864605.566322 new key \033[1;8H: 0x870000010e1a3 (C-M-S-Home[I])
1777864605.566323 new key \033[1;9H: 0x810000010e1a3 (M-Home[I])
1777864605.566325 new key \033[1;2F: 0x40000010e1a4 (S-End)
1777864605.566326 new key \033[1;3F: 0x810000010e1a4 (M-End[I])
1777864605.566328 new key \033[1;4F: 0x850000010e1a4 (M-S-End[I])
1777864605.566329 new key \033[1;5F: 0x20000010e1a4 (C-End)
1777864605.566330 new key \033[1;6F: 0x60000010e1a4 (C-S-End)
1777864605.566334 new key \033[1;7F: 0x830000010e1a4 (C-M-End[I])
1777864605.566335 new key \033[1;8F: 0x870000010e1a4 (C-M-S-End[I])
1777864605.566337 new key \033[1;9F: 0x810000010e1a4 (M-End[I])
1777864605.566338 new key \033[5;2~: 0x40000010e1a6 (S-PPage)
1777864605.566339 new key \033[5;3~: 0x810000010e1a6 (M-PPage[I])
1777864605.566341 new key \033[5;4~: 0x850000010e1a6 (M-S-PPage[I])
1777864605.566342 new key \033[5;5~: 0x20000010e1a6 (C-PPage)
1777864605.566344 new key \033[5;6~: 0x60000010e1a6 (C-S-PPage)
1777864605.566345 new key \033[5;7~: 0x830000010e1a6 (C-M-PPage[I])
1777864605.566347 new key \033[5;8~: 0x870000010e1a6 (C-M-S-PPage[I])
1777864605.566348 new key \033[5;9~: 0x810000010e1a6 (M-PPage[I])
1777864605.566350 new key \033[6;2~: 0x40000010e1a5 (S-NPage)
1777864605.566351 new key \033[6;3~: 0x810000010e1a5 (M-NPage[I])
1777864605.566353 new key \033[6;4~: 0x850000010e1a5 (M-S-NPage[I])
1777864605.566354 new key \033[6;5~: 0x20000010e1a5 (C-NPage)
1777864605.566356 new key \033[6;6~: 0x60000010e1a5 (C-S-NPage)
1777864605.566357 new key \033[6;7~: 0x830000010e1a5 (C-M-NPage[I])
1777864605.566358 new key \033[6;8~: 0x870000010e1a5 (C-M-S-NPage[I])
1777864605.566360 new key \033[6;9~: 0x810000010e1a5 (M-NPage[I])
1777864605.566361 new key \033[2;2~: 0x40000010e1a1 (S-IC)
1777864605.566363 new key \033[2;3~: 0x810000010e1a1 (M-IC[I])
1777864605.566364 new key \033[2;4~: 0x850000010e1a1 (M-S-IC[I])
1777864605.566366 new key \033[2;5~: 0x20000010e1a1 (C-IC)
1777864605.566367 new key \033[2;6~: 0x60000010e1a1 (C-S-IC)
1777864605.566369 new key \033[2;7~: 0x830000010e1a1 (C-M-IC[I])
1777864605.566370 new key \033[2;8~: 0x870000010e1a1 (C-M-S-IC[I])
1777864605.566372 new key \033[2;9~: 0x810000010e1a1 (M-IC[I])
1777864605.566373 new key \033[3;2~: 0x40000010e1a2 (S-DC)
1777864605.566375 new key \033[3;3~: 0x810000010e1a2 (M-DC[I])
1777864605.566376 new key \033[3;4~: 0x850000010e1a2 (M-S-DC[I])
1777864605.566378 new key \033[3;5~: 0x20000010e1a2 (C-DC)
1777864605.566379 new key \033[3;6~: 0x60000010e1a2 (C-S-DC)
1777864605.566381 new key \033[3;7~: 0x830000010e1a2 (C-M-DC[I])
1777864605.566383 new key \033[3;8~: 0x870000010e1a2 (C-M-S-DC[I])
1777864605.566384 new key \033[3;9~: 0x810000010e1a2 (M-DC[I])
1777864605.566386 new key \033O[: 0x1b (Escape)
1777864605.566388 new key \033Oo: 0x200000010e1ac (KP/[K])
1777864605.566389 new key \033Oj: 0x200000010e1ad (KP*[K])
1777864605.566390 new key \033Om: 0x200000010e1ae (KP-[K])
1777864605.566392 new key \033Ow: 0x200000010e1af (KP7[K])
1777864605.566393 new key \033Ox: 0x200000010e1b0 (KP8[K])
1777864605.566394 new key \033Oy: 0x200000010e1b1 (KP9[K])
1777864605.566396 new key \033Ok: 0x200000010e1b2 (KP+[K])
1777864605.566397 new key \033Ot: 0x200000010e1b3 (KP4[K])
1777864605.566399 new key \033Ou: 0x200000010e1b4 (KP5[K])
1777864605.566400 new key \033Ov: 0x200000010e1b5 (KP6[K])
1777864605.566401 new key \033Oq: 0x200000010e1b6 (KP1[K])
1777864605.566403 new key \033Or: 0x200000010e1b7 (KP2[K])
1777864605.566404 new key \033Os: 0x200000010e1b8 (KP3[K])
1777864605.566406 new key \033OM: 0x200000010e1b9 (KPEnter[K])
1777864605.566407 new key \033Op: 0x200000010e1ba (KP0[K])
1777864605.566408 new key \033On: 0x200000010e1bb (KP.[K])
1777864605.566410 new key \033OA: 0x400000010e1a8 (Up[C])
1777864605.566411 new key \033OB: 0x400000010e1a9 (Down[C])
1777864605.566413 new key \033OC: 0x400000010e1ab (Right[C])
1777864605.566414 new key \033OD: 0x400000010e1aa (Left[C])
1777864605.566416 new key \033[A: 0x400000010e1a8 (Up[C])
1777864605.566417 new key \033[B: 0x400000010e1a9 (Down[C])
1777864605.566418 new key \033[C: 0x400000010e1ab (Right[C])
1777864605.566420 new key \033[D: 0x400000010e1aa (Left[C])
1777864605.566421 new key \033\033OA: 0x410000010e1a8 (M-Up[C])
1777864605.566423 new key \033\033OB: 0x410000010e1a9 (M-Down[C])
1777864605.566424 new key \033\033OC: 0x410000010e1ab (M-Right[C])
1777864605.566426 new key \033\033OD: 0x410000010e1aa (M-Left[C])
1777864605.566427 new key \033\033[A: 0x410000010e1a8 (M-Up[C])
1777864605.566428 new key \033\033[B: 0x410000010e1a9 (M-Down[C])
1777864605.566432 new key \033\033[C: 0x410000010e1ab (M-Right[C])
1777864605.566433 new key \033\033[D: 0x410000010e1aa (M-Left[C])
1777864605.566435 new key \033OH: 0x10e1a3 (Home)
1777864605.566436 new key \033OF: 0x10e1a4 (End)
1777864605.566437 new key \033\033OH: 0x810000010e1a3 (M-Home[I])
1777864605.566439 new key \033\033OF: 0x810000010e1a4 (M-End[I])
1777864605.566440 new key \033[H: 0x10e1a3 (Home)
1777864605.566442 new key \033[F: 0x10e1a4 (End)
1777864605.566443 new key \033\033[H: 0x810000010e1a3 (M-Home[I])
1777864605.566444 new key \033\033[F: 0x810000010e1a4 (M-End[I])
1777864605.566446 new key \033Oa: 0x20000010e1a8 (C-Up)
1777864605.566447 new key \033Ob: 0x20000010e1a9 (C-Down)
1777864605.566449 new key \033Oc: 0x20000010e1ab (C-Right)
1777864605.566450 new key \033Od: 0x20000010e1aa (C-Left)
1777864605.566451 new key \033[a: 0x40000010e1a8 (S-Up)
1777864605.566453 new key \033[b: 0x40000010e1a9 (S-Down)
1777864605.566454 new key \033[c: 0x40000010e1ab (S-Right)
1777864605.566456 new key \033[d: 0x40000010e1aa (S-Left)
1777864605.566457 new key \033[11~: 0x10e195 (F1)
1777864605.566458 new key \033[12~: 0x10e196 (F2)
1777864605.566460 new key \033[13~: 0x10e197 (F3)
1777864605.566461 new key \033[14~: 0x10e198 (F4)
1777864605.566462 new key \033[15~: 0x10e199 (F5)
1777864605.566463 new key \033[17~: 0x10e19a (F6)
1777864605.566465 new key \033[18~: 0x10e19b (F7)
1777864605.566466 new key \033[19~: 0x10e19c (F8)
1777864605.566467 new key \033[20~: 0x10e19d (F9)
1777864605.566469 new key \033[21~: 0x10e19e (F10)
1777864605.566470 new key \033[23~: 0x40000010e195 (S-F1)
1777864605.566471 new key \033[24~: 0x40000010e196 (S-F2)
1777864605.566473 new key \033[25~: 0x40000010e197 (S-F3)
1777864605.566474 new key \033[26~: 0x40000010e198 (S-F4)
1777864605.566475 new key \033[28~: 0x40000010e199 (S-F5)
1777864605.566477 new key \033[29~: 0x40000010e19a (S-F6)
1777864605.566478 new key \033[31~: 0x40000010e19b (S-F7)
1777864605.566479 new key \033[32~: 0x40000010e19c (S-F8)
1777864605.566481 new key \033[33~: 0x40000010e19d (S-F9)
1777864605.566482 new key \033[34~: 0x40000010e19e (S-F10)
1777864605.566484 new key \033[23$: 0x40000010e19f (S-F11)
1777864605.566485 new key \033[24$: 0x40000010e1a0 (S-F12)
1777864605.566486 new key \033[11^: 0x20000010e195 (C-F1)
1777864605.566488 new key \033[12^: 0x20000010e196 (C-F2)
1777864605.566489 new key \033[13^: 0x20000010e197 (C-F3)
1777864605.566490 new key \033[14^: 0x20000010e198 (C-F4)
1777864605.566492 new key \033[15^: 0x20000010e199 (C-F5)
1777864605.566493 new key \033[17^: 0x20000010e19a (C-F6)
1777864605.566495 new key \033[18^: 0x20000010e19b (C-F7)
1777864605.566496 new key \033[19^: 0x20000010e19c (C-F8)
1777864605.566497 new key \033[20^: 0x20000010e19d (C-F9)
1777864605.566499 new key \033[21^: 0x20000010e19e (C-F10)
1777864605.566500 new key \033[23^: 0x20000010e19f (C-F11)
1777864605.566501 new key \033[24^: 0x20000010e1a0 (C-F12)
1777864605.566503 new key \033[11@: 0x60000010e195 (C-S-F1)
1777864605.566504 new key \033[12@: 0x60000010e196 (C-S-F2)
1777864605.566505 new key \033[13@: 0x60000010e197 (C-S-F3)
1777864605.566507 new key \033[14@: 0x60000010e198 (C-S-F4)
1777864605.566508 new key \033[15@: 0x60000010e199 (C-S-F5)
1777864605.566510 new key \033[17@: 0x60000010e19a (C-S-F6)
1777864605.566511 new key \033[18@: 0x60000010e19b (C-S-F7)
1777864605.566512 new key \033[19@: 0x60000010e19c (C-S-F8)
1777864605.566514 new key \033[20@: 0x60000010e19d (C-S-F9)
1777864605.566515 new key \033[21@: 0x60000010e19e (C-S-F10)
1777864605.566517 new key \033[23@: 0x60000010e19f (C-S-F11)
1777864605.566518 new key \033[24@: 0x60000010e1a0 (C-S-F12)
1777864605.566519 new key \033[I: 0x10e000 (FocusIn)
1777864605.566521 new key \033[O: 0x10e001 (FocusOut)
1777864605.566522 new key \033[200~: 0x10e003 (PasteStart)
1777864605.566524 new key \033[201~: 0x10e004 (PasteEnd)
1777864605.566526 new key \033[1;5Z: 0x600000000009 (C-S-Tab)
1777864605.566527 new key \033OP: 0x10e195 (F1)
1777864605.566528 new key \033OQ: 0x10e196 (F2)
1777864605.566530 new key \033OR: 0x10e197 (F3)
1777864605.566533 new key \033OS: 0x10e198 (F4)
1777864605.566535 replacing key \033[15~: 0x10e199 (F5)
1777864605.566536 replacing key \033[17~: 0x10e19a (F6)
1777864605.566537 replacing key \033[18~: 0x10e19b (F7)
1777864605.566539 replacing key \033[19~: 0x10e19c (F8)
1777864605.566540 replacing key \033[20~: 0x10e19d (F9)
1777864605.566541 replacing key \033[21~: 0x10e19e (F10)
1777864605.566543 replacing key \033[23~: 0x10e19f (F11)
1777864605.566544 replacing key \033[24~: 0x10e1a0 (F12)
1777864605.566545 replacing key \033[1;2P: 0x40000010e195 (S-F1)
1777864605.566547 replacing key \033[1;2Q: 0x40000010e196 (S-F2)
1777864605.566548 replacing key \033[1;2R: 0x40000010e197 (S-F3)
1777864605.566549 replacing key \033[1;2S: 0x40000010e198 (S-F4)
1777864605.566551 replacing key \033[15;2~: 0x40000010e199 (S-F5)
1777864605.566552 replacing key \033[17;2~: 0x40000010e19a (S-F6)
1777864605.566553 replacing key \033[18;2~: 0x40000010e19b (S-F7)
1777864605.566555 replacing key \033[19;2~: 0x40000010e19c (S-F8)
1777864605.566556 replacing key \033[20;2~: 0x40000010e19d (S-F9)
1777864605.566558 replacing key \033[21;2~: 0x40000010e19e (S-F10)
1777864605.566559 replacing key \033[23;2~: 0x40000010e19f (S-F11)
1777864605.566560 replacing key \033[24;2~: 0x40000010e1a0 (S-F12)
1777864605.566562 replacing key \033[1;5P: 0x20000010e195 (C-F1)
1777864605.566563 replacing key \033[1;5Q: 0x20000010e196 (C-F2)
1777864605.566564 replacing key \033[1;5R: 0x20000010e197 (C-F3)
1777864605.566566 replacing key \033[1;5S: 0x20000010e198 (C-F4)
1777864605.566567 replacing key \033[15;5~: 0x20000010e199 (C-F5)
1777864605.566568 replacing key \033[17;5~: 0x20000010e19a (C-F6)
1777864605.566570 replacing key \033[18;5~: 0x20000010e19b (C-F7)
1777864605.566571 replacing key \033[19;5~: 0x20000010e19c (C-F8)
1777864605.566572 replacing key \033[20;5~: 0x20000010e19d (C-F9)
1777864605.566574 replacing key \033[21;5~: 0x20000010e19e (C-F10)
1777864605.566575 replacing key \033[23;5~: 0x20000010e19f (C-F11)
1777864605.566577 replacing key \033[24;5~: 0x20000010e1a0 (C-F12)
1777864605.566578 replacing key \033[1;6P: 0x60000010e195 (C-S-F1)
1777864605.566580 replacing key \033[1;6Q: 0x60000010e196 (C-S-F2)
1777864605.566581 replacing key \033[1;6R: 0x60000010e197 (C-S-F3)
1777864605.566582 replacing key \033[1;6S: 0x60000010e198 (C-S-F4)
1777864605.566584 replacing key \033[15;6~: 0x60000010e199 (C-S-F5)
1777864605.566585 replacing key \033[17;6~: 0x60000010e19a (C-S-F6)
1777864605.566587 replacing key \033[18;6~: 0x60000010e19b (C-S-F7)
1777864605.566588 replacing key \033[19;6~: 0x60000010e19c (C-S-F8)
1777864605.566590 replacing key \033[20;6~: 0x60000010e19d (C-S-F9)
1777864605.566591 replacing key \033[21;6~: 0x60000010e19e (C-S-F10)
1777864605.566592 replacing key \033[23;6~: 0x60000010e19f (C-S-F11)
1777864605.566594 replacing key \033[24;6~: 0x60000010e1a0 (C-S-F12)
1777864605.566595 replacing key \033[1;3P: 0x810000010e195 (M-F1[I])
1777864605.566597 replacing key \033[1;3Q: 0x810000010e196 (M-F2[I])
1777864605.566598 replacing key \033[1;3R: 0x810000010e197 (M-F3[I])
1777864605.566600 replacing key \033[1;3S: 0x810000010e198 (M-F4[I])
1777864605.566601 replacing key \033[15;3~: 0x810000010e199 (M-F5[I])
1777864605.566602 replacing key \033[17;3~: 0x810000010e19a (M-F6[I])
1777864605.566604 replacing key \033[18;3~: 0x810000010e19b (M-F7[I])
1777864605.566605 replacing key \033[19;3~: 0x810000010e19c (M-F8[I])
1777864605.566607 replacing key \033[20;3~: 0x810000010e19d (M-F9[I])
1777864605.566608 replacing key \033[21;3~: 0x810000010e19e (M-F10[I])
1777864605.566610 replacing key \033[23;3~: 0x810000010e19f (M-F11[I])
1777864605.566611 replacing key \033[24;3~: 0x810000010e1a0 (M-F12[I])
1777864605.566612 replacing key \033[1;4P: 0x850000010e195 (M-S-F1[I])
1777864605.566614 replacing key \033[1;4Q: 0x850000010e196 (M-S-F2[I])
1777864605.566615 replacing key \033[1;4R: 0x850000010e197 (M-S-F3[I])
1777864605.566617 new key \033[2~: 0x10e1a1 (IC)
1777864605.566618 new key \033[3~: 0x10e1a2 (DC)
1777864605.566619 replacing key \033OH: 0x10e1a3 (Home)
1777864605.566623 replacing key \033OF: 0x10e1a4 (End)
1777864605.566624 new key \033[6~: 0x10e1a5 (NPage)
1777864605.566626 new key \033[5~: 0x10e1a6 (PPage)
1777864605.566627 new key \033[Z: 0x10e1a7 (BTab)
1777864605.566629 replacing key \033OA: 0x400000010e1a8 (Up[C])
1777864605.566630 replacing key \033OB: 0x400000010e1a9 (Down[C])
1777864605.566631 replacing key \033OD: 0x400000010e1aa (Left[C])
1777864605.566633 replacing key \033OC: 0x400000010e1ab (Right[C])
1777864605.566634 replacing key \033[3;2~: 0x40000010e1a2 (S-DC)
1777864605.566636 replacing key \033[3;3~: 0x810000010e1a2 (M-DC[I])
1777864605.566637 replacing key \033[3;4~: 0x850000010e1a2 (M-S-DC[I])
1777864605.566639 replacing key \033[3;5~: 0x20000010e1a2 (C-DC)
1777864605.566640 replacing key \033[3;6~: 0x60000010e1a2 (C-S-DC)
1777864605.566641 replacing key \033[3;7~: 0x830000010e1a2 (C-M-DC[I])
1777864605.566643 replacing key \033[1;2B: 0x40000010e1a9 (S-Down)
1777864605.566644 replacing key \033[1;2B: 0x40000010e1a9 (S-Down)
1777864605.566655 replacing key \033[1;3B: 0x810000010e1a9 (M-Down[I])
1777864605.566657 replacing key \033[1;4B: 0x850000010e1a9 (M-S-Down[I])
1777864605.566658 replacing key \033[1;5B: 0x20000010e1a9 (C-Down)
1777864605.566660 replacing key \033[1;6B: 0x60000010e1a9 (C-S-Down)
1777864605.566661 replacing key \033[1;7B: 0x830000010e1a9 (C-M-Down[I])
1777864605.566663 replacing key \033[1;2F: 0x40000010e1a4 (S-End)
1777864605.566664 replacing key \033[1;3F: 0x810000010e1a4 (M-End[I])
1777864605.566667 replacing key \033[1;4F: 0x850000010e1a4 (M-S-End[I])
1777864605.566669 replacing key \033[1;5F: 0x20000010e1a4 (C-End)
1777864605.566670 replacing key \033[1;6F: 0x60000010e1a4 (C-S-End)
1777864605.566672 replacing key \033[1;7F: 0x830000010e1a4 (C-M-End[I])
1777864605.566673 replacing key \033[1;2H: 0x40000010e1a3 (S-Home)
1777864605.566675 replacing key \033[1;3H: 0x810000010e1a3 (M-Home[I])
1777864605.566676 replacing key \033[1;4H: 0x850000010e1a3 (M-S-Home[I])
1777864605.566677 replacing key \033[1;5H: 0x20000010e1a3 (C-Home)
1777864605.566679 replacing key \033[1;6H: 0x60000010e1a3 (C-S-Home)
1777864605.566680 replacing key \033[1;7H: 0x830000010e1a3 (C-M-Home[I])
1777864605.566682 replacing key \033[2;2~: 0x40000010e1a1 (S-IC)
1777864605.566683 replacing key \033[2;3~: 0x810000010e1a1 (M-IC[I])
1777864605.566684 replacing key \033[2;4~: 0x850000010e1a1 (M-S-IC[I])
1777864605.566686 replacing key \033[2;5~: 0x20000010e1a1 (C-IC)
1777864605.566687 replacing key \033[2;6~: 0x60000010e1a1 (C-S-IC)
1777864605.566688 replacing key \033[2;7~: 0x830000010e1a1 (C-M-IC[I])
